,open_time,open_price
136,1556629200000,5285.38000000
137,1556632800000,5314.37000000
138,1556636400000,5316.07000000
139,1556640000000,5313.00000000
140,1556643600000,5308.43000000
141,1556647200000,5290.39000000
142,1556650800000,5305.89000000
143,1556654400000,5292.53000000
144,1556658000000,5302.54000000
145,1556661600000,5316.72000000
146,1556665200000,5337.00000000
147,1556668800000,5321.94000000
148,1556672400000,5335.66000000
149,1556676000000,5337.57000000
150,1556679600000,5357.16000000
151,1556683200000,5348.92000000
152,1556686800000,5342.40000000
153,1556690400000,5347.72000000
154,1556694000000,5355.70000000
155,1556697600000,5352.60000000
156,1556701200000,5341.21000000
157,1556704800000,5355.72000000
158,1556708400000,5353.28000000
159,1556712000000,5363.42000000
160,1556715600000,5353.99000000
161,1556719200000,5351.42000000
162,1556722800000,5348.22000000
163,1556726400000,5355.34000000
164,1556730000000,5352.98000000
165,1556733600000,5397.65000000
166,1556737200000,5368.17000000
167,1556740800000,5365.98000000
168,1556744400000,5373.42000000
169,1556748000000,5363.41000000
170,1556751600000,5365.54000000
171,1556755200000,5383.20000000
172,1556758800000,5383.89000000
173,1556762400000,5378.58000000
174,1556766000000,5384.36000000
175,1556769600000,5387.51000000
176,1556773200000,5382.84000000
177,1556776800000,5391.44000000
178,1556780400000,5391.10000000
179,1556784000000,5408.04000000
180,1556787600000,5448.08000000
181,1556791200000,5422.87000000
182,1556794800000,5436.93000000
183,1556798400000,5444.72000000
184,1556802000000,5452.03000000
185,1556805600000,5468.33000000
186,1556809200000,5494.94000000
187,1556812800000,5523.99000000
188,1556816400000,5486.49000000
189,1556820000000,5499.09000000
190,1556823600000,5496.10000000
191,1556827200000,5506.01000000
192,1556830800000,5510.62000000
193,1556834400000,5502.19000000
194,1556838000000,5497.68000000
195,1556841600000,5494.81000000
196,1556845200000,5529.97000000
197,1556848800000,5556.41000000
198,1556852400000,5587.70000000
199,1556856000000,5579.00000000
200,1556859600000,5587.00000000
201,1556863200000,5597.36000000
202,1556866800000,5626.67000000
203,1556870400000,5695.66000000
204,1556874000000,5762.97000000
205,1556877600000,5831.39000000
206,1556881200000,5739.00000000
207,1556884800000,5750.07000000
208,1556888400000,5768.70000000
209,1556892000000,5805.60000000
210,1556895600000,5798.86000000
211,1556899200000,5786.31000000
212,1556902800000,5762.41000000
213,1556906400000,5746.28000000
214,1556910000000,5762.98000000
215,1556913600000,5758.53000000
216,1556917200000,5782.02000000
217,1556920800000,5787.00000000
218,1556924400000,5783.15000000
219,1556928000000,5770.62000000
220,1556931600000,5832.16000000
221,1556935200000,5883.94000000
222,1556938800000,5876.55000000
223,1556942400000,5841.50000000
224,1556946000000,5800.02000000
225,1556949600000,5788.47000000
226,1556953200000,5803.88000000
227,1556956800000,5815.54000000
228,1556960400000,5807.23000000
229,1556964000000,5785.54000000
230,1556967600000,5771.48000000
231,1556971200000,5789.55000000
232,1556974800000,5773.31000000
233,1556978400000,5633.16000000
234,1556982000000,5657.17000000
235,1556985600000,5641.73000000
236,1556989200000,5666.10000000
237,1556992800000,5680.09000000
238,1556996400000,5670.00000000
239,1557000000000,5681.12000000
240,1557003600000,5756.23000000
241,1557007200000,5818.16000000
242,1557010800000,5861.87000000
243,1557014400000,5829.83000000
244,1557018000000,5808.27000000
245,1557021600000,5792.05000000
246,1557025200000,5798.05000000
247,1557028800000,5814.14000000
248,1557032400000,5791.49000000
249,1557036000000,5818.20000000
250,1557039600000,5801.22000000
251,1557043200000,5754.13000000
252,1557046800000,5771.14000000
253,1557050400000,5760.66000000
254,1557054000000,5796.27000000
255,1557057600000,5768.35000000
256,1557061200000,5792.31000000
257,1557064800000,5787.00000000
258,1557068400000,5783.09000000
259,1557072000000,5768.53000000
260,1557075600000,5759.65000000
261,1557079200000,5739.98000000
262,1557082800000,5778.38000000
263,1557086400000,5768.63000000
264,1557090000000,5808.00000000
265,1557093600000,5800.80000000
266,1557097200000,5766.81000000
267,1557100800000,5773.18000000
268,1557104400000,5719.27000000
269,1557108000000,5684.33000000
270,1557111600000,5690.14000000
271,1557115200000,5693.03000000
272,1557118800000,5731.00000000
273,1557122400000,5717.85000000
274,1557126000000,5687.27000000
275,1557129600000,5634.82000000
276,1557133200000,5654.98000000
277,1557136800000,5681.68000000
278,1557140400000,5681.91000000
279,1557144000000,5701.67000000
280,1557147600000,5680.00000000
281,1557151200000,5697.06000000
282,1557154800000,5716.82000000
283,1557158400000,5731.00000000
284,1557162000000,5766.60000000
285,1557165600000,5762.73000000
286,1557169200000,5795.73000000
287,1557172800000,5790.35000000
288,1557176400000,5754.35000000
289,1557180000000,5758.00000000
290,1557183600000,5766.05000000
291,1557187200000,5749.92000000
292,1557190800000,5801.95000000
293,1557194400000,5804.71000000
294,1557198000000,5957.23000000
295,1557201600000,5955.91000000
296,1557205200000,5955.75000000
297,1557208800000,5948.33000000
298,1557212400000,5953.13000000
299,1557216000000,5935.25000000
300,1557219600000,5924.59000000
301,1557223200000,5955.35000000
302,1557226800000,5950.00000000
303,1557230400000,5945.80000000
304,1557234000000,5973.20000000
305,1557237600000,6009.12000000
306,1557241200000,5893.93000000
307,1557244800000,5919.93000000
308,1557248400000,5954.99000000
309,1557252000000,5946.45000000
310,1557255600000,5936.14000000
311,1557259200000,5923.45000000
312,1557262800000,5908.92000000
313,1557266400000,5948.00000000
314,1557270000000,5956.45000000
315,1557273600000,5846.34000000
316,1557277200000,5862.05000000
317,1557280800000,5878.42000000
318,1557284400000,5877.87000000
319,1557288000000,5879.64000000
320,1557291600000,5897.92000000
321,1557295200000,5893.14000000
322,1557298800000,5914.96000000
323,1557302400000,5903.39000000
324,1557306000000,5884.64000000
325,1557309600000,5895.03000000
326,1557313200000,5927.18000000
327,1557316800000,5936.00000000
328,1557320400000,5928.61000000
329,1557324000000,5929.04000000
330,1557327600000,5926.95000000
331,1557331200000,5953.07000000
332,1557334800000,5931.46000000
333,1557338400000,5930.25000000
334,1557342000000,5935.59000000
335,1557345600000,5951.57000000
336,1557349200000,5949.92000000
337,1557352800000,5949.04000000
338,1557356400000,5983.86000000
339,1557360000000,5986.66000000
340,1557363600000,6050.58000000
341,1557367200000,6095.00000000
342,1557370800000,6077.02000000
343,1557374400000,6072.89000000
344,1557378000000,6113.03000000
345,1557381600000,6100.78000000
346,1557385200000,6118.01000000
347,1557388800000,6102.36000000
348,1557392400000,6094.14000000
349,1557396000000,6097.82000000
350,1557399600000,6105.98000000
351,1557403200000,6087.78000000
352,1557406800000,6057.95000000
353,1557410400000,6070.26000000
354,1557414000000,6062.00000000
355,1557417600000,6058.91000000
356,1557421200000,6112.98000000
357,1557424800000,6128.50000000
358,1557428400000,6134.03000000
359,1557432000000,6136.92000000
360,1557435600000,6147.88000000
361,1557439200000,6170.64000000
362,1557442800000,6218.89000000
363,1557446400000,6209.95000000
364,1557450000000,6186.72000000
365,1557453600000,6221.18000000
366,1557457200000,6275.26000000
367,1557460800000,6339.49000000
368,1557464400000,6328.97000000
369,1557468000000,6297.54000000
370,1557471600000,6315.92000000
371,1557475200000,6371.44000000
372,1557478800000,6336.45000000
373,1557482400000,6325.21000000
374,1557486000000,6285.44000000
375,1557489600000,6307.22000000
376,1557493200000,6325.85000000
377,1557496800000,6325.32000000
378,1557500400000,6307.69000000
379,1557504000000,6353.82000000
380,1557507600000,6423.76000000
381,1557511200000,6434.71000000
382,1557514800000,6439.30000000
383,1557518400000,6410.55000000
384,1557522000000,6330.15000000
385,1557525600000,6371.16000000
386,1557529200000,6417.01000000
387,1557532800000,6375.16000000
388,1557536400000,6410.47000000
389,1557540000000,6498.84000000
390,1557543600000,6547.11000000
391,1557547200000,6580.84000000
392,1557550800000,6720.36000000
393,1557554400000,6740.02000000
394,1557558000000,6816.79000000
395,1557561600000,6801.09000000
396,1557565200000,6670.13000000
397,1557568800000,6770.03000000
398,1557572400000,6802.08000000
399,1557576000000,6754.57000000
400,1557579600000,6770.03000000
401,1557583200000,6802.81000000
402,1557586800000,6781.76000000
403,1557590400000,6905.57000000
404,1557594000000,6898.59000000
405,1557597600000,6940.51000000
406,1557601200000,6918.02000000
407,1557604800000,6901.19000000
408,1557608400000,6938.03000000
409,1557612000000,6999.00000000
410,1557615600000,7150.03000000
411,1557619200000,7076.24000000
412,1557622800000,7021.17000000
413,1557626400000,7159.67000000
414,1557630000000,7113.49000000
415,1557633600000,7160.22000000
416,1557637200000,7196.39000000
417,1557640800000,7304.31000000
418,1557644400000,7356.23000000
419,1557648000000,7480.47000000
420,1557651600000,7407.79000000
421,1557655200000,7366.01000000
422,1557658800000,7260.77000000
423,1557662400000,7162.66000000
424,1557666000000,7162.90000000
425,1557669600000,7111.00000000
426,1557673200000,6926.23000000
427,1557676800000,6842.50000000
428,1557680400000,6819.20000000
429,1557684000000,6937.71000000
430,1557687600000,7084.99000000
431,1557691200000,7028.79000000
432,1557694800000,7159.81000000
433,1557698400000,7153.32000000
434,1557702000000,6983.56000000
435,1557705600000,6968.24000000
436,1557709200000,7024.47000000
437,1557712800000,7031.57000000
438,1557716400000,7041.37000000
439,1557720000000,7024.15000000
440,1557723600000,7114.77000000
441,1557727200000,7041.17000000
442,1557730800000,7074.15000000
443,1557734400000,7026.29000000
444,1557738000000,7026.02000000
445,1557741600000,7072.46000000
446,1557745200000,7087.00000000
447,1557748800000,7225.24000000
448,1557752400000,7298.91000000
449,1557756000000,7315.58000000
450,1557759600000,7446.18000000
451,1557763200000,7769.11000000
452,1557766800000,7818.38000000
453,1557770400000,7762.43000000
454,1557774000000,7805.02000000
455,1557777600000,7845.84000000
456,1557781200000,7820.29000000
457,1557784800000,8049.45000000
458,1557788400000,7881.63000000
459,1557792000000,7795.62000000
460,1557795600000,7865.92000000
461,1557799200000,7935.41000000
462,1557802800000,7836.05000000
463,1557806400000,7931.00000000
464,1557810000000,7967.49000000
465,1557813600000,7921.94000000
466,1557817200000,8019.99000000
467,1557820800000,8321.66000000
468,1557824400000,7993.10000000
469,1557828000000,8035.32000000
470,1557831600000,8078.23000000
471,1557835200000,8057.18000000
472,1557838800000,8199.37000000
473,1557842400000,8147.86000000
474,1557846000000,8056.20000000
475,1557849600000,7950.00000000
476,1557853200000,7997.52000000
477,1557856800000,8016.32000000
478,1557860400000,7830.91000000
479,1557864000000,7738.25000000
480,1557867600000,7706.12000000
481,1557871200000,7750.95000000
482,1557874800000,7903.29000000
483,1557878400000,7945.26000000
484,1557882000000,7994.86000000
485,1557885600000,7977.28000000
486,1557925200000,7946.71000000
487,1557928800000,7961.69000000
488,1557932400000,7913.00000000
489,1557936000000,7993.74000000
490,1557939600000,7999.95000000
491,1557943200000,8080.00000000
492,1557946800000,8215.76000000
493,1557950400000,8167.00000000
494,1557954000000,8138.91000000
495,1557957600000,8127.33000000
496,1557961200000,8155.82000000
497,1557964800000,8169.08000000
498,1557968400000,8287.03000000
499,1557972000000,8286.93000000
500,1557975600000,8291.57000000
501,1557979200000,8235.00000000
502,1557982800000,7979.86000000
503,1557986400000,8002.99000000
504,1557990000000,8121.45000000
505,1557993600000,8018.61000000
506,1557997200000,7995.02000000
507,1558000800000,7980.79000000
508,1558004400000,7867.75000000
509,1558008000000,7870.00000000
510,1558011600000,7787.98000000
511,1558015200000,7849.81000000
512,1558018800000,7950.98000000
513,1558022400000,8008.56000000
514,1558026000000,7912.51000000
515,1558029600000,7911.51000000
516,1558033200000,7906.83000000
517,1558036800000,7856.75000000
518,1558040400000,7712.74000000
519,1558044000000,7917.62000000
520,1558047600000,7825.13000000
521,1558051200000,7868.67000000
522,1558054800000,7881.58000000
523,1558058400000,7781.64000000
524,1558062000000,7495.98000000
525,1558065600000,7343.94000000
526,1558069200000,7276.05000000
527,1558072800000,7209.42000000
528,1558076400000,7190.40000000
529,1558080000000,7299.87000000
530,1558083600000,7299.51000000
531,1558087200000,7292.18000000
532,1558090800000,7238.89000000
533,1558094400000,7154.18000000
534,1558098000000,7128.90000000
535,1558101600000,7204.27000000
536,1558105200000,7159.88000000
537,1558108800000,7096.02000000
538,1558112400000,7100.90000000
539,1558116000000,7050.56000000
540,1558119600000,7102.11000000
541,1558123200000,7135.73000000
542,1558126800000,7124.62000000
543,1558130400000,7264.64000000
544,1558134000000,7240.12000000
545,1558137600000,7355.28000000
546,1558141200000,7286.04000000
547,1558144800000,7259.27000000
548,1558148400000,7291.62000000
549,1558152000000,7358.04000000
550,1558155600000,7390.01000000
551,1558159200000,7412.52000000
552,1558162800000,7358.59000000
553,1558166400000,7309.01000000
554,1558170000000,7322.47000000
555,1558173600000,7279.76000000
556,1558177200000,7265.80000000
557,1558180800000,7305.09000000
558,1558184400000,7302.49000000
559,1558188000000,7322.13000000
560,1558191600000,7352.96000000
561,1558195200000,7344.00000000
562,1558198800000,7344.18000000
563,1558202400000,7286.99000000
564,1558206000000,7266.56000000
565,1558209600000,7237.98000000
566,1558213200000,7290.58000000
567,1558216800000,7320.33000000
568,1558220400000,7291.46000000
569,1558224000000,7257.32000000
570,1558227600000,7294.82000000
571,1558231200000,7592.98000000
572,1558234800000,7679.94000000
573,1558238400000,7904.00000000
574,1558242000000,7950.13000000
575,1558245600000,7896.76000000
576,1558249200000,7883.88000000
577,1558252800000,7909.14000000
578,1558256400000,7921.47000000
579,1558260000000,8015.30000000
580,1558263600000,8024.93000000
581,1558267200000,7961.72000000
582,1558270800000,7912.74000000
583,1558274400000,7854.95000000
584,1558278000000,7923.52000000
585,1558281600000,7961.19000000
586,1558285200000,7906.61000000
587,1558288800000,7968.94000000
588,1558292400000,7974.23000000
589,1558296000000,7951.70000000
590,1558299600000,8010.96000000
591,1558303200000,8058.19000000
592,1558306800000,8188.72000000
593,1558310400000,8147.94000000
594,1558314000000,7905.91000000
595,1558317600000,7965.08000000
596,1558321200000,7889.33000000
597,1558324800000,8030.04000000
598,1558328400000,7996.00000000
599,1558332000000,7985.76000000
600,1558335600000,7870.00000000
601,1558339200000,7870.01000000
602,1558342800000,7870.05000000
603,1558346400000,7882.98000000
604,1558350000000,7896.48000000
605,1558353600000,7832.50000000
606,1558357200000,7702.73000000
607,1558360800000,7729.90000000
608,1558364400000,7800.10000000
609,1558368000000,7833.71000000
610,1558371600000,7822.95000000
611,1558375200000,7744.93000000
612,1558378800000,7722.11000000
613,1558382400000,7802.09000000
614,1558386000000,7956.97000000
615,1558389600000,7984.31000000
616,1558393200000,7867.80000000
617,1558396800000,7937.16000000
618,1558400400000,7895.46000000
619,1558404000000,7894.74000000
620,1558407600000,7883.33000000
621,1558411200000,7889.09000000
622,1558414800000,7847.56000000
623,1558418400000,7874.91000000
624,1558422000000,7897.71000000
625,1558425600000,7895.02000000
626,1558429200000,7897.59000000
627,1558432800000,7936.77000000
628,1558436400000,7890.22000000
629,1558440000000,7847.92000000
630,1558443600000,7865.68000000
631,1558447200000,7893.05000000
632,1558450800000,7904.09000000
633,1558454400000,7890.62000000
634,1558458000000,7875.71000000
635,1558461600000,7960.05000000
636,1558465200000,7971.56000000
637,1558468800000,7966.44000000
638,1558472400000,8022.79000000
639,1558476000000,7940.25000000
640,1558479600000,7929.71000000
641,1558483200000,7904.48000000
642,1558486800000,7974.89000000
643,1558490400000,7912.13000000
644,1558494000000,7926.30000000
645,1558497600000,7895.35000000
646,1558501200000,7913.51000000
647,1558504800000,7920.07000000
648,1558508400000,7907.02000000
649,1558512000000,7881.19000000
650,1558515600000,7902.76000000
651,1558519200000,7857.77000000
652,1558522800000,7862.96000000
653,1558526400000,7802.95000000
654,1558530000000,7772.67000000
655,1558533600000,7847.41000000
656,1558537200000,7858.48000000
657,1558540800000,7939.96000000
658,1558544400000,7925.68000000
659,1558548000000,7880.55000000
660,1558551600000,7906.90000000
661,1558555200000,7901.20000000
662,1558558800000,7815.42000000
663,1558562400000,7666.53000000
664,1558566000000,7714.04000000
665,1558569600000,7627.80000000
666,1558573200000,7636.30000000
667,1558576800000,7619.18000000
668,1558580400000,7654.09000000
669,1558584000000,7661.45000000
670,1558587600000,7660.98000000
671,1558591200000,7614.81000000
672,1558594800000,7635.29000000
673,1558598400000,7587.88000000
674,1558602000000,7553.25000000
675,1558605600000,7590.38000000
676,1558609200000,7626.70000000
677,1558612800000,7588.04000000
678,1558616400000,7629.57000000
679,1558620000000,7658.97000000
680,1558623600000,7720.04000000
681,1558627200000,7754.07000000
682,1558630800000,7804.18000000
683,1558634400000,7757.47000000
684,1558638000000,7749.67000000
685,1558641600000,7759.16000000
686,1558645200000,7842.72000000
687,1558648800000,7884.63000000
688,1558652400000,7871.46000000
689,1558656000000,7849.95000000
690,1558659600000,7859.81000000
691,1558663200000,7837.81000000
692,1558666800000,7828.53000000
693,1558670400000,7848.13000000
694,1558674000000,7817.25000000
695,1558677600000,7818.37000000
696,1558681200000,7850.38000000
697,1558684800000,7853.13000000
698,1558688400000,7925.01000000
699,1558692000000,7923.84000000
700,1558695600000,7933.00000000
701,1558699200000,7978.65000000
702,1558702800000,7988.06000000
703,1558706400000,7931.03000000
704,1558710000000,7997.01000000
705,1558713600000,8047.79000000
706,1558717200000,8030.00000000
707,1558720800000,8015.52000000
708,1558724400000,8020.01000000
709,1558728000000,8023.90000000
710,1558731600000,8075.30000000
711,1558735200000,8018.86000000
712,1558738800000,8010.64000000
713,1558742400000,7964.52000000
714,1558746000000,7968.94000000
715,1558749600000,8010.81000000
716,1558753200000,8007.39000000
717,1558756800000,7976.96000000
718,1558760400000,7985.78000000
719,1558764000000,7933.96000000
720,1558767600000,7934.41000000
721,1558771200000,7958.62000000
722,1558774800000,8002.77000000
723,1558778400000,8045.21000000
724,1558782000000,8049.27000000
725,1558785600000,8044.02000000
726,1558789200000,8048.51000000
727,1558792800000,8003.21000000
728,1558796400000,8030.00000000
729,1558800000000,8017.39000000
730,1558803600000,8002.07000000
731,1558807200000,8008.86000000
732,1558810800000,7994.68000000
733,1558814400000,7970.50000000
734,1558818000000,8001.72000000
735,1558821600000,8010.46000000
736,1558825200000,8049.03000000
737,1558828800000,8023.00000000
738,1558832400000,8020.76000000
739,1558836000000,8003.82000000
740,1558839600000,7980.52000000
741,1558843200000,7964.85000000
742,1558846800000,7990.86000000
743,1558850400000,7966.54000000
744,1558854000000,7969.77000000
745,1558857600000,7969.78000000
746,1558861200000,7982.15000000
747,1558864800000,7963.55000000
748,1558868400000,7955.88000000
749,1558872000000,7908.16000000
750,1558875600000,7928.42000000
751,1558879200000,7969.62000000
752,1558882800000,7980.88000000
753,1558886400000,7983.18000000
754,1558890000000,7967.93000000
755,1558893600000,7962.36000000
756,1558897200000,7990.20000000
757,1558900800000,8480.00000000
758,1558904400000,8487.22000000
759,1558908000000,8574.13000000
760,1558911600000,8591.21000000
761,1558915200000,8612.54000000
762,1558918800000,8780.39000000
763,1558922400000,8732.53000000
764,1558926000000,8643.72000000
765,1558929600000,8662.96000000
766,1558933200000,8624.00000000
767,1558936800000,8649.32000000
768,1558940400000,8683.25000000
769,1558944000000,8694.83000000
770,1558947600000,8653.47000000
771,1558951200000,8688.12000000
772,1558954800000,8704.20000000
773,1558958400000,8686.99000000
774,1558962000000,8781.30000000
775,1558965600000,8764.35000000
776,1558969200000,8761.87000000
777,1558972800000,8798.96000000
778,1558976400000,8645.59000000
779,1558980000000,8632.97000000
780,1558983600000,8745.84000000
781,1558987200000,8761.00000000
782,1558990800000,8710.24000000
783,1558994400000,8765.05000000
784,1558998000000,8763.68000000
785,1559001600000,8752.52000000
786,1559005200000,8726.62000000
787,1559008800000,8767.43000000
788,1559012400000,8772.81000000
789,1559016000000,8761.23000000
790,1559019600000,8747.02000000
791,1559023200000,8717.58000000
792,1559026800000,8678.15000000
793,1559030400000,8721.54000000
794,1559034000000,8710.74000000
795,1559037600000,8712.89000000
796,1559041200000,8683.12000000
797,1559044800000,8734.35000000
798,1559048400000,8693.20000000
799,1559052000000,8643.34000000
800,1559055600000,8685.62000000
801,1559059200000,8684.78000000
802,1559062800000,8650.46000000
803,1559066400000,8731.03000000
804,1559070000000,8727.67000000
805,1559073600000,8689.66000000
806,1559077200000,8692.39000000
807,1559080800000,8710.39000000
808,1559084400000,8710.62000000
809,1559088000000,8716.87000000
810,1559091600000,8679.69000000
811,1559095200000,8655.87000000
812,1559098800000,8643.91000000
813,1559102400000,8643.82000000
814,1559106000000,8574.56000000
815,1559109600000,8454.21000000
816,1559113200000,8503.45000000
817,1559116800000,8548.31000000
818,1559120400000,8599.06000000
819,1559124000000,8634.64000000
820,1559127600000,8659.35000000
821,1559131200000,8621.00000000
822,1559134800000,8640.00000000
823,1559138400000,8718.52000000
824,1559142000000,8685.29000000
825,1559145600000,8683.97000000
826,1559149200000,8705.96000000
827,1559152800000,8664.98000000
828,1559156400000,8661.39000000
829,1559160000000,8677.50000000
830,1559163600000,8634.99000000
831,1559167200000,8638.66000000
832,1559170800000,8657.06000000
833,1559174400000,8646.50000000
834,1559178000000,8672.08000000
835,1559181600000,8621.79000000
836,1559185200000,8593.35000000
837,1559188800000,8675.39000000
838,1559192400000,8677.94000000
839,1559196000000,8705.01000000
840,1559199600000,8700.00000000
841,1559203200000,8699.10000000
842,1559206800000,8701.17000000
843,1559210400000,8713.56000000
844,1559214000000,8722.73000000
845,1559217600000,8724.54000000
846,1559221200000,8713.47000000
847,1559224800000,8706.00000000
848,1559228400000,8705.42000000
849,1559232000000,8941.25000000
850,1559235600000,8645.00000000
851,1559239200000,8600.20000000
852,1559242800000,8652.28000000
853,1559246400000,8620.21000000
854,1559250000000,8463.72000000
855,1559253600000,8210.06000000
856,1559257200000,8263.96000000
857,1559260800000,8267.10000000
858,1559264400000,8307.45000000
859,1559268000000,8345.15000000
860,1559271600000,8293.25000000
861,1559275200000,8263.84000000
862,1559278800000,8153.30000000
863,1559282400000,8247.62000000
864,1559286000000,8301.65000000
865,1559289600000,8311.72000000
866,1559293200000,8290.48000000
867,1559296800000,8309.90000000
868,1559300400000,8305.36000000
869,1559304000000,8284.09000000
870,1559307600000,8332.77000000
871,1559311200000,8413.52000000
872,1559314800000,8413.33000000
873,1559318400000,8348.72000000
874,1559322000000,8380.00000000
875,1559325600000,8398.66000000
876,1559329200000,8405.93000000
877,1559332800000,8444.72000000
878,1559336400000,8505.36000000
879,1559340000000,8532.00000000
880,1559343600000,8513.73000000
881,1559347200000,8555.00000000
882,1559350800000,8585.99000000
883,1559354400000,8566.83000000
884,1559358000000,8555.00000000
885,1559361600000,8548.55000000
886,1559365200000,8563.15000000
887,1559368800000,8478.96000000
888,1559372400000,8528.45000000
889,1559376000000,8539.22000000
890,1559379600000,8553.35000000
891,1559383200000,8581.04000000
892,1559386800000,8551.27000000
893,1559390400000,8563.02000000
894,1559394000000,8542.26000000
895,1559397600000,8504.39000000
896,1559401200000,8480.81000000
897,1559404800000,8530.21000000
898,1559408400000,8557.08000000
899,1559412000000,8517.91000000
900,1559415600000,8495.39000000
901,1559419200000,8532.51000000
902,1559422800000,8548.35000000
903,1559426400000,8584.18000000
904,1559430000000,8579.86000000
905,1559433600000,8545.10000000
906,1559437200000,8564.97000000
907,1559440800000,8570.35000000
908,1559444400000,8549.23000000
909,1559448000000,8545.93000000
910,1559451600000,8566.26000000
911,1559455200000,8583.00000000
912,1559458800000,8580.70000000
913,1559462400000,8702.37000000
914,1559466000000,8717.82000000
915,1559469600000,8697.50000000
916,1559473200000,8715.05000000
917,1559476800000,8723.00000000
918,1559480400000,8787.51000000
919,1559484000000,8660.26000000
920,1559487600000,8666.82000000
921,1559491200000,8677.22000000
922,1559494800000,8675.70000000
923,1559498400000,8643.30000000
924,1559502000000,8672.13000000
925,1559505600000,8669.18000000
926,1559509200000,8679.00000000
927,1559512800000,8703.52000000
928,1559516400000,8734.51000000
929,1559520000000,8726.00000000
930,1559523600000,8666.82000000
931,1559527200000,8675.72000000
